card_number,first_name,father_name,grandfather_name,sex,phone,dob_ec,age,city,address,registered_at
3130,Eden,Bekele,Mulugeta,Female,0939863834,,49,Gondar,"Addis Ketema, Woreda 1, House 536",
3131,Habtamu,Mekonnen,Kebede,Male,0902965328,,91,Debre Markos,"Arada, Woreda 2, House 353",
3132,Alemu,Getachew,Getachew,Male,0719048786,,3,Adama,"Gulele, Woreda 1, House 528",
3133,Genet,Mekonnen,Abebe,Female,0712982945,,35,Arba Minch,"Kirkos, Woreda 9, House 214",
3134,Tigist,Mekonnen,Lemma,Female,0974250743,,68,Harar,"Yeka, Woreda 1, House 841",
3135,Yonas,Assefa,Abebe,Male,0907867755,,1,Addis Ababa,"Gulele, Woreda 4, House 996",
3136,Lidya,Wolde,Alemu,Female,0736733614,,24,Mekelle,"Akaki, Woreda 5, House 87",
3137,Aster,Assefa,Alemu,Female,0956614824,,84,Bahir Dar,"Kolfe, Woreda 5, House 559",
3138,Samuel,Mulugeta,Alemu,Male,0957730614,,51,Addis Ababa,"Kirkos, Woreda 8, House 686",
3139,Rahel,Negash,Girma,Female,0900925683,,87,Dire Dawa,"Addis Ketema, Woreda 11, House 943",
3140,Tesfaye,Bekele,Habtamu,Male,0987776540,,18,Bahir Dar,"Lideta, Woreda 8, House 781",
3141,Kebede,Abebe,Wolde,Male,0902826565,,24,Bishoftu,"Arada, Woreda 11, House 386",
3142,Alemu,Lemma,Wolde,Male,0945403498,,74,Bahir Dar,"Addis Ketema, Woreda 8, House 370",
3143,Getachew,Hailu,Wolde,Male,0922094705,,33,Debre Markos,"Lideta, Woreda 8, House 887",
3144,Marta,Assefa,Girma,Female,0901876927,,8,Mekelle,"Arada, Woreda 9, House 554",
3145,Rediet,Tekle,Assefa,Female,0958344302,,75,Bishoftu,"Akaki, Woreda 12, House 246",
3146,Samuel,Lemma,Tekle,Male,0702948046,,66,Dessie,"Kolfe, Woreda 12, House 742",
3147,Meron,Wolde,Desta,Female,0976342724,,57,Arba Minch,"Akaki, Woreda 2, House 115",
3148,Marta,Abebe,Alemu,Female,0981561621,,95,Jimma,"Arada, Woreda 7, House 955",
3149,Habtamu,Negash,Tesfaye,Male,0731403191,,51,Gondar,"Kolfe, Woreda 12, House 124",
3150,Getachew,Worku,Tesfaye,Male,0988967621,,65,Hawassa,"Yeka, Woreda 5, House 476",
3151,Mulugeta,Worku,Wolde,Male,0986707167,,12,Shashemene,"Lideta, Woreda 9, House 682",
3152,Henok,Alemu,Getachew,Male,0985235298,,8,Addis Ababa,"Addis Ketema, Woreda 4, House 300",
3153,Aster,Bekele,Worku,Female,0942471155,,67,Hawassa,"Yeka, Woreda 2, House 571",
3154,Alemu,Bekele,Hailu,Male,0990706776,,86,Bishoftu,"Arada, Woreda 2, House 215",
3155,Rahel,Getachew,Tesfaye,Female,0983364255,,2,Harar,"Arada, Woreda 6, House 251",
3156,Hana,Wolde,Worku,Female,0925467591,,38,Bishoftu,"Addis Ketema, Woreda 11, House 620",
3157,Frehiwot,Alemu,Mulugeta,Female,0931705682,,48,Dessie,"Arada, Woreda 3, House 43",
3158,Marta,Negash,Getachew,Female,0956367988,,88,Arba Minch,"Arada, Woreda 7, House 513",
3159,Solomon,Mekonnen,Worku,Male,0744981063,,17,Arba Minch,"Kolfe, Woreda 8, House 780",
3160,Abel,Tesfaye,Mulugeta,Male,0904294299,,18,Arba Minch,"Kirkos, Woreda 2, House 629",
3161,Kebede,Girma,Bekele,Male,0950697820,,74,Bishoftu,"Arada, Woreda 9, House 492",
3162,Abel,Wolde,Lemma,Male,0929983990,,14,Dire Dawa,"Bole, Woreda 11, House 974",
3163,Solomon,Kebede,Kebede,Male,0961680680,,31,Addis Ababa,"Lideta, Woreda 12, House 991",
3164,Eden,Wolde,Abebe,Female,0946801314,,28,Debre Markos,"Arada, Woreda 7, House 1",
3165,Samuel,Lemma,Bekele,Male,0911549599,,17,Bishoftu,"Kirkos, Woreda 11, House 486",
3166,Yodit,Girma,Kebede,Female,0709136417,,83,Gondar,"Gulele, Woreda 12, House 583",
3167,Hewan,Alemu,Assefa,Female,0748360901,,54,Harar,"Nifas Silk, Woreda 1, House 110",
3168,Marta,Lemma,Abebe,Female,0760964394,,47,Shashemene,"Arada, Woreda 11, House 274",
3169,Yonas,Tesfaye,Wolde,Male,0996015353,,81,Arba Minch,"Bole, Woreda 6, House 226",
3170,Bethlehem,Assefa,Assefa,Female,0788880497,,6,Mekelle,"Kolfe, Woreda 5, House 565",
3171,Bereket,Mekonnen,Worku,Male,0993240574,,13,Adama,"Addis Ketema, Woreda 4, House 379",
3172,Abel,Assefa,Gebre,Male,0991667709,,87,Dire Dawa,"Yeka, Woreda 2, House 520",
3173,Lidya,Gebre,Worku,Female,0904394290,,5,Arba Minch,"Nifas Silk, Woreda 11, House 677",
3174,Eden,Abebe,Mekonnen,Female,0785783980,,25,Jimma,"Bole, Woreda 4, House 464",
3175,Selam,Desta,Tekle,Female,0988694853,,89,Addis Ababa,"Akaki, Woreda 5, House 533",
3176,Kebede,Hailu,Alemu,Male,0909514050,,10,Dessie,"Kirkos, Woreda 4, House 728",
3177,Yonas,Worku,Habtamu,Male,0948541234,,65,Debre Markos,"Kirkos, Woreda 1, House 896",
3178,Bethlehem,Worku,Tekle,Female,0939625561,,35,Mekelle,"Kirkos, Woreda 3, House 680",
3179,Dawit,Bekele,Bekele,Male,0709321529,,33,Adama,"Akaki, Woreda 7, House 113",
3180,Rahel,Hailu,Negash,Female,0932409652,,87,Gondar,"Kirkos, Woreda 3, House 127",
3181,Tsion,Worku,Hailu,Female,0910011233,,90,Addis Ababa,"Kirkos, Woreda 7, House 466",
3182,Tadesse,Habtamu,Habtamu,Male,0967323836,,65,Mekelle,"Kirkos, Woreda 5, House 247",
3183,Samuel,Assefa,Lemma,Male,0980749053,,66,Shashemene,"Addis Ketema, Woreda 11, House 14",
3184,Nahom,Alemu,Kebede,Male,0742816836,,20,Dire Dawa,"Akaki, Woreda 8, House 184",
3185,Kalkidan,Assefa,Alemu,Female,0941059157,,74,Dessie,"Kirkos, Woreda 6, House 348",
3186,Tsion,Tekle,Habtamu,Female,0952964352,,18,Adama,"Akaki, Woreda 4, House 132",
3187,Habtamu,Assefa,Bekele,Male,0929802029,,10,Shashemene,"Akaki, Woreda 3, House 394",
3188,Aster,Wolde,Getachew,Female,0720457813,,14,Mekelle,"Gulele, Woreda 7, House 141",
3189,Yonas,Habtamu,Tesfaye,Male,0741300113,,9,Mekelle,"Kolfe, Woreda 5, House 853",
3190,Tesfaye,Negash,Tadesse,Male,0978055922,,62,Jimma,"Bole, Woreda 11, House 130",
3191,Tsion,Habtamu,Alemu,Female,0997998725,,52,Shashemene,"Addis Ketema, Woreda 7, House 664",
3192,Tadesse,Worku,Negash,Male,0976499672,,90,Jimma,"Kolfe, Woreda 4, House 223",
3193,Meron,Abebe,Kebede,Female,0919475052,,17,Addis Ababa,"Kirkos, Woreda 2, House 148",
3194,Selam,Alemu,Negash,Female,0959332381,,39,Bahir Dar,"Arada, Woreda 2, House 417",
3195,Yodit,Worku,Assefa,Female,0774469707,,15,Adama,"Addis Ketema, Woreda 9, House 827",
3196,Tigist,Gebre,Hailu,Female,0978723903,,64,Adama,"Gulele, Woreda 11, House 378",
3197,Getachew,Alemu,Mulugeta,Male,0936245884,,92,Gondar,"Addis Ketema, Woreda 4, House 457",
3198,Fikru,Tadesse,Girma,Male,0908057117,,68,Mekelle,"Lideta, Woreda 5, House 51",
3199,Genet,Tadesse,Habtamu,Female,0794244379,,27,Gondar,"Kolfe, Woreda 7, House 980",
3200,Getachew,Getachew,Habtamu,Male,0771188161,,68,Hawassa,"Akaki, Woreda 12, House 452",
3201,Frehiwot,Gebre,Bekele,Female,0967845273,,89,Bahir Dar,"Kirkos, Woreda 11, House 529",
3202,Mulugeta,Lemma,Tadesse,Male,0941354557,,77,Jimma,"Bole, Woreda 12, House 472",
3203,Alemu,Abebe,Tesfaye,Male,0945530017,,26,Adama,"Lideta, Woreda 2, House 155",
3204,Tsion,Tesfaye,Assefa,Female,0929856724,,7,Dire Dawa,"Gulele, Woreda 6, House 808",
3205,Tigist,Habtamu,Girma,Female,0948565264,,20,Arba Minch,"Lideta, Woreda 4, House 449",
3206,Selam,Desta,Tesfaye,Female,0702204106,,38,Debre Markos,"Addis Ketema, Woreda 7, House 43",
3207,Samuel,Tadesse,Tadesse,Male,0714876096,,58,Bahir Dar,"Akaki, Woreda 3, House 383",
3208,Bethlehem,Tadesse,Hailu,Female,0795693205,,94,Addis Ababa,"Kolfe, Woreda 12, House 356",
3209,Lidya,Mulugeta,Alemu,Female,0715884452,,28,Gondar,"Lideta, Woreda 10, House 929",
3210,Abel,Tesfaye,Bekele,Male,0720896760,,39,Addis Ababa,"Kolfe, Woreda 3, House 251",
3211,Tigist,Negash,Wolde,Female,0975196792,,74,Gondar,"Bole, Woreda 6, House 536",
3212,Girma,Tesfaye,Tesfaye,Male,0934220704,,28,Adama,"Bole, Woreda 8, House 469",
3213,Alemu,Abebe,Hailu,Male,0995893674,,22,Dessie,"Kolfe, Woreda 1, House 85",
3214,Kalkidan,Wolde,Tesfaye,Female,0987388011,,9,Arba Minch,"Arada, Woreda 1, House 669",
3215,Tsion,Gebre,Kebede,Female,0938352237,,64,Dire Dawa,"Bole, Woreda 5, House 294",
3216,Tesfaye,Negash,Bekele,Male,0944896846,,5,Mekelle,"Kirkos, Woreda 12, House 174",
3217,Tadesse,Habtamu,Hailu,Male,0942793399,,61,Addis Ababa,"Yeka, Woreda 2, House 910",
3218,Getachew,Alemu,Worku,Male,0904761029,,55,Shashemene,"Gulele, Woreda 5, House 301",
3219,Genet,Tesfaye,Getachew,Female,0970296705,,2,Bahir Dar,"Gulele, Woreda 7, House 798",
3220,Bethlehem,Worku,Tadesse,Female,0746456048,,46,Harar,"Kirkos, Woreda 2, House 600",
3221,Eden,Bekele,Tesfaye,Female,0732267911,,10,Harar,"Akaki, Woreda 9, House 345",
3222,Samuel,Wolde,Getachew,Male,0929169422,,17,Debre Markos,"Addis Ketema, Woreda 3, House 947",
3223,Hana,Gebre,Gebre,Female,0957617657,,21,Hawassa,"Lideta, Woreda 6, House 861",
3224,Aster,Mekonnen,Hailu,Female,0907983340,,66,Bahir Dar,"Arada, Woreda 8, House 524",
3225,Tigist,Wolde,Negash,Female,0992668668,,4,Dessie,"Bole, Woreda 8, House 603",
3226,Yonas,Kebede,Lemma,Male,0922750936,,85,Harar,"Bole, Woreda 5, House 482",
3227,Yonas,Worku,Getachew,Male,0937142137,,37,Jimma,"Yeka, Woreda 8, House 848",
3228,Selam,Getachew,Hailu,Female,0989495427,,54,Sodo,"Yeka, Woreda 10, House 253",
3229,Rediet,Negash,Alemu,Female,0940728195,,79,Dessie,"Kirkos, Woreda 11, House 932",
3230,Sara,Tesfaye,Desta,Female,0980988040,,80,Bahir Dar,"Arada, Woreda 7, House 741",
3231,Girma,Abebe,Tesfaye,Male,0752275942,,50,Jimma,"Arada, Woreda 3, House 707",
3232,Henok,Tesfaye,Worku,Male,0955325016,,80,Harar,"Addis Ketema, Woreda 4, House 796",
3233,Frehiwot,Assefa,Bekele,Female,0911651608,,52,Hawassa,"Lideta, Woreda 10, House 803",
3234,Eyob,Alemu,Gebre,Male,0905752966,,40,Debre Markos,"Akaki, Woreda 2, House 697",
3235,Henok,Tadesse,Negash,Male,0972391918,,34,Gondar,"Gulele, Woreda 6, House 882",
3236,Mahlet,Lemma,Hailu,Female,0985167655,,80,Bishoftu,"Addis Ketema, Woreda 2, House 965",
3237,Mahlet,Bekele,Habtamu,Female,0960223644,,74,Sodo,"Addis Ketema, Woreda 6, House 703",
3238,Abel,Abebe,Mulugeta,Male,0734249162,,56,Bahir Dar,"Kirkos, Woreda 8, House 480",
3239,Genet,Worku,Kebede,Female,0921242197,,25,Dessie,"Kirkos, Woreda 11, House 751",
3240,Genet,Gebre,Mekonnen,Female,0917510295,,70,Bahir Dar,"Nifas Silk, Woreda 6, House 16",
3241,Mulugeta,Desta,Alemu,Male,0945351356,,94,Bahir Dar,"Lideta, Woreda 4, House 68",
3242,Hana,Gebre,Tesfaye,Female,0763354715,,34,Harar,"Arada, Woreda 4, House 960",
3243,Bereket,Assefa,Tekle,Male,0968922068,,18,Bishoftu,"Addis Ketema, Woreda 12, House 261",
3244,Bethlehem,Tesfaye,Wolde,Female,0745718691,,73,Shashemene,"Nifas Silk, Woreda 2, House 438",
3245,Yodit,Getachew,Negash,Female,0914536513,,28,Debre Markos,"Nifas Silk, Woreda 7, House 114",
3246,Solomon,Getachew,Hailu,Male,0716160543,,29,Jimma,"Bole, Woreda 8, House 771",
3247,Henok,Lemma,Habtamu,Male,0947069531,,23,Adama,"Akaki, Woreda 9, House 835",
3248,Lidya,Mekonnen,Alemu,Female,0972967204,,12,Dessie,"Kolfe, Woreda 3, House 628",
3249,Tigist,Girma,Wolde,Female,0978758647,,34,Addis Ababa,"Kirkos, Woreda 10, House 841",
3250,Bereket,Mulugeta,Tadesse,Male,0955046161,,38,Sodo,"Arada, Woreda 9, House 866",
3251,Alemu,Mulugeta,Girma,Male,0967545769,,81,Addis Ababa,"Addis Ketema, Woreda 5, House 92",
3252,Yonas,Bekele,Mekonnen,Male,0963603855,,21,Dessie,"Nifas Silk, Woreda 3, House 195",
3253,Nahom,Desta,Negash,Male,0778343585,,80,Bishoftu,"Kirkos, Woreda 10, House 475",
3254,Tadesse,Tesfaye,Gebre,Male,0969225437,,89,Gondar,"Arada, Woreda 7, House 415",
3255,Dawit,Tadesse,Negash,Male,0916535955,,25,Bishoftu,"Lideta, Woreda 6, House 827",
3256,Rediet,Gebre,Assefa,Female,0982948630,,78,Bishoftu,"Akaki, Woreda 12, House 155",
3257,Girma,Alemu,Wolde,Male,0993943149,,91,Adama,"Lideta, Woreda 3, House 933",
3258,Yonas,Wolde,Tesfaye,Male,0976242857,,34,Addis Ababa,"Lideta, Woreda 1, House 972",
3259,Kalkidan,Desta,Worku,Female,0970354766,,30,Addis Ababa,"Akaki, Woreda 11, House 903",
3260,Kalkidan,Negash,Bekele,Female,0909065194,,3,Jimma,"Yeka, Woreda 4, House 288",
3261,Yonas,Mekonnen,Lemma,Male,0917082922,,7,Bishoftu,"Yeka, Woreda 6, House 91",
3262,Samuel,Wolde,Wolde,Male,0950114747,,23,Bishoftu,"Addis Ketema, Woreda 1, House 726",
3263,Tesfaye,Tekle,Habtamu,Male,0939049757,,90,Arba Minch,"Lideta, Woreda 6, House 386",
3264,Getachew,Habtamu,Tekle,Male,0933884651,,74,Debre Markos,"Bole, Woreda 4, House 731",
3265,Yonas,Mulugeta,Worku,Male,0941301606,,85,Arba Minch,"Lideta, Woreda 11, House 879",
3266,Tadesse,Tadesse,Desta,Male,0993417733,,37,Sodo,"Arada, Woreda 12, House 646",
3267,Henok,Hailu,Desta,Male,0718216063,,73,Hawassa,"Arada, Woreda 2, House 541",
3268,Rediet,Abebe,Kebede,Female,0910802388,,31,Debre Markos,"Kolfe, Woreda 10, House 697",
3269,Selam,Mekonnen,Wolde,Female,0757953564,,35,Shashemene,"Kirkos, Woreda 2, House 621",
3270,Alemu,Mulugeta,Lemma,Male,0986399624,,3,Shashemene,"Yeka, Woreda 4, House 515",
3271,Tesfaye,Lemma,Wolde,Male,0959145090,,77,Shashemene,"Bole, Woreda 11, House 196",
3272,Selam,Mekonnen,Gebre,Female,0969395391,,4,Gondar,"Akaki, Woreda 4, House 226",
3273,Getachew,Tesfaye,Getachew,Male,0753480249,,50,Gondar,"Nifas Silk, Woreda 10, House 589",
3274,Hewan,Habtamu,Abebe,Female,0952010154,,39,Arba Minch,"Lideta, Woreda 9, House 870",
3275,Sara,Lemma,Lemma,Female,0905187032,,22,Adama,"Akaki, Woreda 8, House 337",
3276,Tadesse,Tadesse,Getachew,Male,0798391032,,1,Sodo,"Lideta, Woreda 2, House 741",
3277,Selam,Negash,Mekonnen,Female,0910297295,,58,Dire Dawa,"Gulele, Woreda 2, House 160",
3278,Yonas,Tekle,Lemma,Male,0996330225,,14,Jimma,"Kolfe, Woreda 7, House 448",
3279,Tigist,Lemma,Wolde,Female,0774621334,,47,Bishoftu,"Gulele, Woreda 9, House 182",
3280,Hewan,Habtamu,Abebe,Female,0919295909,,94,Bishoftu,"Lideta, Woreda 5, House 77",
3281,Kebede,Habtamu,Abebe,Male,0763782564,,66,Dire Dawa,"Nifas Silk, Woreda 7, House 932",
3282,Eyob,Lemma,Worku,Male,0957705186,,47,Harar,"Bole, Woreda 7, House 476",
3283,Girma,Habtamu,Tesfaye,Male,0711590592,,43,Gondar,"Nifas Silk, Woreda 8, House 3",
3284,Getachew,Hailu,Getachew,Male,0779508046,,53,Harar,"Bole, Woreda 12, House 975",
3285,Bethlehem,Lemma,Tesfaye,Female,0904162750,,81,Shashemene,"Yeka, Woreda 1, House 655",
3286,Samuel,Assefa,Bekele,Male,0938029446,,18,Debre Markos,"Akaki, Woreda 7, House 250",
3287,Rahel,Getachew,Tekle,Female,0949715129,,43,Mekelle,"Gulele, Woreda 9, House 613",
3288,Tesfaye,Lemma,Assefa,Male,0949999169,,45,Bahir Dar,"Gulele, Woreda 11, House 664",
3289,Fikru,Getachew,Alemu,Male,0751209018,,12,Jimma,"Lideta, Woreda 10, House 469",
3290,Solomon,Kebede,Habtamu,Male,0763360989,,92,Adama,"Bole, Woreda 6, House 686",
3291,Eden,Mulugeta,Habtamu,Female,0961974005,,79,Jimma,"Gulele, Woreda 9, House 213",
3292,Girma,Worku,Tadesse,Male,0904208418,,24,Dessie,"Kolfe, Woreda 6, House 278",
3293,Saba,Wolde,Desta,Female,0955054151,,78,Addis Ababa,"Addis Ketema, Woreda 4, House 469",
3294,Sara,Bekele,Tesfaye,Female,0779606169,,36,Adama,"Arada, Woreda 6, House 836",
3295,Genet,Tadesse,Negash,Female,0783695595,,69,Hawassa,"Akaki, Woreda 8, House 755",
3296,Selam,Tesfaye,Abebe,Female,0769156949,,4,Gondar,"Bole, Woreda 9, House 661",
3297,Abel,Assefa,Abebe,Male,0935120945,,76,Sodo,"Kolfe, Woreda 10, House 113",
3298,Girma,Mulugeta,Worku,Male,0938563375,,73,Harar,"Nifas Silk, Woreda 12, House 739",
3299,Aster,Getachew,Getachew,Female,0778701881,,81,Arba Minch,"Kirkos, Woreda 2, House 739",
3300,Yodit,Desta,Bekele,Female,0923314324,,11,Shashemene,"Akaki, Woreda 1, House 686",
3301,Habtamu,Tesfaye,Tesfaye,Male,0996338790,,66,Sodo,"Kirkos, Woreda 4, House 692",
3302,Rediet,Tekle,Bekele,Female,0720448435,,15,Bishoftu,"Akaki, Woreda 9, House 795",
3303,Girma,Tesfaye,Girma,Male,0971042599,,3,Addis Ababa,"Yeka, Woreda 9, House 302",
3304,Bereket,Tadesse,Assefa,Male,0918313774,,27,Mekelle,"Bole, Woreda 4, House 912",
3305,Kalkidan,Tesfaye,Tadesse,Female,0951733358,,15,Bahir Dar,"Kolfe, Woreda 9, House 168",
3306,Mekonnen,Desta,Kebede,Male,0797968546,,23,Adama,"Kirkos, Woreda 7, House 976",
3307,Mahlet,Mekonnen,Hailu,Female,0982124076,,56,Mekelle,"Gulele, Woreda 11, House 837",
3308,Eyob,Worku,Assefa,Male,0935011344,,78,Gondar,"Nifas Silk, Woreda 12, House 904",
3309,Henok,Lemma,Desta,Male,0718489945,,35,Shashemene,"Addis Ketema, Woreda 5, House 753",
3310,Solomon,Worku,Mulugeta,Male,0920474421,,58,Harar,"Gulele, Woreda 7, House 237",
3311,Genet,Habtamu,Assefa,Female,0751444465,,63,Mekelle,"Nifas Silk, Woreda 2, House 818",
3312,Henok,Getachew,Alemu,Male,0788864650,,72,Bishoftu,"Arada, Woreda 1, House 257",
3313,Fikru,Lemma,Mekonnen,Male,0913913699,,64,Dire Dawa,"Lideta, Woreda 9, House 225",
3314,Mulugeta,Mekonnen,Gebre,Male,0727154224,,15,Hawassa,"Gulele, Woreda 1, House 734",
3315,Genet,Abebe,Wolde,Female,0724722372,,6,Jimma,"Lideta, Woreda 2, House 614",
3316,Mulugeta,Desta,Mekonnen,Male,0906323998,,85,Shashemene,"Nifas Silk, Woreda 8, House 961",
3317,Tadesse,Negash,Getachew,Male,0908583755,,88,Debre Markos,"Nifas Silk, Woreda 3, House 993",
3318,Dawit,Alemu,Gebre,Male,0945108858,,73,Sodo,"Addis Ketema, Woreda 9, House 997",
3319,Bereket,Negash,Mulugeta,Male,0799428178,,31,Mekelle,"Yeka, Woreda 11, House 3",
3320,Eyob,Girma,Kebede,Male,0755343349,,87,Jimma,"Kirkos, Woreda 10, House 456",
3321,Eyob,Desta,Getachew,Male,0932424300,,79,Shashemene,"Kirkos, Woreda 11, House 759",
3322,Kebede,Kebede,Abebe,Male,0943087244,,62,Dessie,"Arada, Woreda 10, House 755",
3323,Henok,Bekele,Worku,Male,0925798969,,10,Addis Ababa,"Yeka, Woreda 5, House 872",
3324,Bethlehem,Alemu,Wolde,Female,0924495207,,50,Bishoftu,"Addis Ketema, Woreda 11, House 835",
3325,Fikru,Bekele,Tekle,Male,0919778951,,55,Gondar,"Gulele, Woreda 1, House 954",
3326,Tadesse,Abebe,Wolde,Male,0902776012,,29,Adama,"Kolfe, Woreda 3, House 348",
3327,Yonas,Desta,Alemu,Male,0966857439,,61,Shashemene,"Arada, Woreda 9, House 277",
3328,Saba,Mekonnen,Negash,Female,0958163021,,23,Bishoftu,"Kirkos, Woreda 9, House 163",
3329,Mulugeta,Girma,Getachew,Male,0751129803,,93,Adama,"Bole, Woreda 3, House 390",
3330,Tadesse,Mulugeta,Abebe,Male,0974825229,,21,Dire Dawa,"Lideta, Woreda 7, House 345",
3331,Dawit,Habtamu,Tesfaye,Male,0914559036,,44,Bahir Dar,"Gulele, Woreda 12, House 948",
3332,Marta,Habtamu,Desta,Female,0946676226,,90,Jimma,"Kolfe, Woreda 2, House 505",
3333,Genet,Lemma,Desta,Female,0752242059,,55,Mekelle,"Yeka, Woreda 6, House 296",
3334,Lidya,Negash,Tadesse,Female,0971960348,,80,Jimma,"Arada, Woreda 2, House 112",
3335,Getachew,Alemu,Wolde,Male,0739952115,,36,Arba Minch,"Yeka, Woreda 5, House 5",
3336,Girma,Wolde,Wolde,Male,0979086808,,66,Bahir Dar,"Gulele, Woreda 9, House 736",
3337,Aster,Wolde,Habtamu,Female,0954875979,,73,Arba Minch,"Akaki, Woreda 5, House 137",
3338,Tsion,Gebre,Assefa,Female,0904368275,,52,Dessie,"Lideta, Woreda 10, House 507",
3339,Alemu,Hailu,Desta,Male,0967253081,,43,Dessie,"Bole, Woreda 9, House 880",
3340,Yodit,Girma,Desta,Female,0911932467,,10,Shashemene,"Addis Ketema, Woreda 10, House 608",
3341,Kebede,Abebe,Wolde,Male,0910029596,,25,Dire Dawa,"Kirkos, Woreda 9, House 868",
3342,Tadesse,Bekele,Lemma,Male,0920936130,,9,Mekelle,"Lideta, Woreda 7, House 281",
3343,Bethlehem,Girma,Gebre,Female,0741036758,,2,Gondar,"Addis Ketema, Woreda 12, House 228",
3344,Genet,Negash,Desta,Female,0917130370,,80,Jimma,"Kirkos, Woreda 9, House 271",
3345,Saba,Negash,Tadesse,Female,0937316927,,45,Bishoftu,"Yeka, Woreda 8, House 317",
3346,Abel,Wolde,Hailu,Male,0797740097,,8,Adama,"Nifas Silk, Woreda 4, House 136",
3347,Dawit,Kebede,Girma,Male,0961085370,,1,Jimma,"Bole, Woreda 1, House 103",
3348,Selam,Alemu,Hailu,Female,0726839051,,5,Adama,"Kirkos, Woreda 9, House 931",
3349,Genet,Habtamu,Alemu,Female,0710676987,,9,Addis Ababa,"Kirkos, Woreda 5, House 629",
3350,Bekele,Assefa,Gebre,Male,0928225196,,33,Arba Minch,"Yeka, Woreda 10, House 960",
3351,Tigist,Assefa,Tadesse,Female,0921170254,,39,Arba Minch,"Addis Ketema, Woreda 7, House 324",
3352,Genet,Assefa,Kebede,Female,0721825480,,43,Sodo,"Akaki, Woreda 6, House 633",
3353,Bethlehem,Habtamu,Gebre,Female,0942633523,,15,Shashemene,"Akaki, Woreda 11, House 329",
3354,Bereket,Bekele,Gebre,Male,0732020613,,79,Arba Minch,"Yeka, Woreda 1, House 241",
3355,Bekele,Tadesse,Tadesse,Male,0774482287,,71,Addis Ababa,"Akaki, Woreda 4, House 630",
3356,Rahel,Tesfaye,Lemma,Female,0930966676,,23,Bishoftu,"Kolfe, Woreda 1, House 648",
3357,Rahel,Gebre,Mulugeta,Female,0791047164,,77,Dire Dawa,"Lideta, Woreda 6, House 654",
3358,Mahlet,Mekonnen,Tesfaye,Female,0971371534,,22,Jimma,"Nifas Silk, Woreda 12, House 596",
3359,Frehiwot,Habtamu,Lemma,Female,0722766548,,81,Mekelle,"Yeka, Woreda 8, House 882",
3360,Rahel,Negash,Assefa,Female,0745403002,,83,Adama,"Lideta, Woreda 4, House 394",
3361,Tsion,Hailu,Negash,Female,0938823234,,43,Sodo,"Arada, Woreda 4, House 358",
3362,Bethlehem,Lemma,Tekle,Female,0789657549,,82,Hawassa,"Bole, Woreda 4, House 862",
3363,Kebede,Alemu,Wolde,Male,0976191577,,2,Adama,"Lideta, Woreda 2, House 118",
3364,Rediet,Tekle,Desta,Female,0962315394,,21,Dessie,"Kirkos, Woreda 2, House 367",
3365,Lidya,Girma,Bekele,Female,0991639750,,48,Debre Markos,"Akaki, Woreda 12, House 621",
3366,Hewan,Abebe,Getachew,Female,0998100944,,29,Addis Ababa,"Bole, Woreda 3, House 471",
3367,Abel,Mekonnen,Tesfaye,Male,0956942763,,71,Addis Ababa,"Nifas Silk, Woreda 3, House 392",
3368,Frehiwot,Abebe,Alemu,Female,0931143107,,44,Bahir Dar,"Addis Ketema, Woreda 9, House 886",
3369,Girma,Bekele,Habtamu,Male,0726429306,,86,Arba Minch,"Lideta, Woreda 12, House 391",
3370,Rediet,Tekle,Habtamu,Female,0781674289,,41,Debre Markos,"Lideta, Woreda 1, House 365",
3371,Genet,Lemma,Desta,Female,0994752897,,21,Shashemene,"Lideta, Woreda 6, House 837",
3372,Saba,Kebede,Kebede,Female,0782245540,,94,Shashemene,"Lideta, Woreda 3, House 126",
3373,Eyob,Desta,Lemma,Male,0911778545,,27,Bishoftu,"Bole, Woreda 12, House 355",
3374,Lidya,Girma,Wolde,Female,0769233953,,94,Harar,"Bole, Woreda 1, House 764",
3375,Marta,Wolde,Gebre,Female,0925637731,,23,Harar,"Gulele, Woreda 3, House 319",
3376,Kalkidan,Mekonnen,Negash,Female,0713111751,,63,Bahir Dar,"Arada, Woreda 6, House 571",
3377,Solomon,Tekle,Abebe,Male,0721515694,,40,Bahir Dar,"Nifas Silk, Woreda 8, House 908",
3378,Dawit,Tesfaye,Abebe,Male,0993589105,,36,Dessie,"Yeka, Woreda 6, House 444",
3379,Bekele,Tekle,Abebe,Male,0733161209,,79,Hawassa,"Nifas Silk, Woreda 7, House 677",
3380,Selam,Wolde,Tadesse,Female,0977515367,,18,Addis Ababa,"Addis Ketema, Woreda 8, House 882",
3381,Lidya,Worku,Getachew,Female,0912856859,,36,Mekelle,"Kirkos, Woreda 7, House 293",
3382,Dawit,Kebede,Getachew,Male,0968540262,,13,Dessie,"Bole, Woreda 7, House 734",
3383,Mahlet,Alemu,Mekonnen,Female,0935185229,,85,Adama,"Kolfe, Woreda 6, House 409",
3384,Meron,Mekonnen,Kebede,Female,0739871484,,88,Dire Dawa,"Lideta, Woreda 5, House 946",
3385,Solomon,Getachew,Mekonnen,Male,0777741465,,13,Dessie,"Arada, Woreda 2, House 412",
3386,Hewan,Tadesse,Desta,Female,0936305757,,89,Dessie,"Kolfe, Woreda 7, House 896",
